Company_Name,Location,Company_Id,Area ,Industry ,Country
Browseblab,1809 Hudson Avenue,8CJ93,White Field,Basic Industries,China
Quimm,98409 Randy Circle,qWX15,Miami's Brickell,Finance,United States
Tagfeed,4 Sage Lane,KgX05,Douglass Park,Consumer Durables,China
Aimbu,662 Waxwing Center,9WM49,Miami's Brickell,Capital Goods,Russia
Yodel,5 Lukken Place,EnT99,Gateway Street,Basic Industries,China
Rhynoodle,042 Vermont Alley,r9Z65,Connaught Place,n/a,Russia
Skinte,76015 Paget Trail,KZT42,White Field,Finance,China
Edgeify,34 Sugar Trail,A2U21,LaSalle Street,Consumer Services,China
Youfeed,83506 Pine View Drive,VNH56,White Field,Health Care,China
Voolith,1 Summit Park,9WI97,Gateway Street,Consumer Services,Brazil
Cogidoo,60 Johnson Lane,1uC56,Financial District,n/a,China
Edgewire,7 Karstens Pass,klI13,Pinnacle Point,Basic Industries,Russia
Kamba,38702 Kropf Center,3uG90,Hi Tech City,Technology,China
Devbug,51063 Scofield Pass,wgF77,Miami's Brickell,Health Care,France
Quinu,6 Blue Bill Park Avenue,ysD25,Gateway Street,Capital Goods,Russia
Kamba,7 Bunting Pass,bMN50,White Field,Technology,Russia
Topdrive,684 Mayfield Circle,J0V12,Hi Tech City,n/a,United States
Pixope,3 Pearson Pass,aAR96,Pinnacle Point,n/a,Brazil
Tazz,59247 Arapahoe Place,wMO69,White Field,Basic Industries,China
Tazz,94 Valley Edge Place,Y0Q48,Wall Street,Energy,China
Meedoo,4804 Bunker Hill Plaza,JAQ71,Connaught Place,Finance,France
Linkbuzz,0962 Village Road,QiV79,LaSalle Street,Consumer Services,Brazil
Fanoodle,1 Ohio Court,R4O61,Connaught Place,Technology,Sweden
Talane,8 Randy Road,3wA71,Miami's Brickell,Health Care,Russia
Devpulse,45 Colorado Center,rpS23,White Field,n/a,China
Cogibox,6279 Springview Avenue,xLD72,Miami's Brickell,Basic Industries,Brazil
Brainverse,24 Ramsey Place,XfJ07,Connaught Place,n/a,China
Zoovu,787 Waywood Place,F7I24,White Field,Consumer Services,United Arab Emirates
Feedfire,9 Cambridge Junction,vPG90,Miami's Brickell,n/a,Sweden
Lajo,8 Clyde Gallagher Court,nCR66,Douglass Park,Finance,China
Eare,11 Veith Alley,okI56,White Field,Technology,Australia
Skynoodle,73 Dexter Plaza,FAY36,Connaught Place,Consumer Non-Durables,Russia
Snaptags,072 International Parkway,esM54,LaSalle Street,Finance,China
Zoomdog,49334 Wayridge Court,L4Y68,Gateway Street,Consumer Durables,Russia
Layo,30 Northport Park,S4R02,Gateway Street,Technology,China
Fliptune,01 Karstens Road,QCT00,Connaught Place,n/a,France
Trudeo,31428 Paget Point,olC73,Financial District,Finance,France
Eare,9431 Kinsman Circle,5rR90,Connaught Place,n/a,Russia
Topiclounge,2 Vermont Way,TQP40,Pinnacle Point,n/a,Russia
Katz,239 Fremont Avenue,3tS85,LaSalle Street,n/a,France
Tagtune,133 Warrior Center,kaF08,LaSalle Street,n/a,Brazil
Jatri,79909 Meadow Vale Road,k5M51,Gateway Street,n/a,China
Kwilith,19588 Cordelia Way,1pU79,Pinnacle Point,Finance,China
Roombo,911 Hermina Trail,2gW68,White Field,Finance,Russia
Browsecat,077 Dixon Parkway,NXS11,Hi Tech City,Technology,Russia
Meevee,5709 Morningstar Drive,PPY39,LaSalle Street,n/a,China
Kwinu,0164 Sauthoff Drive,zYX09,Wall Street,Consumer Services,China
Topicshots,72232 Westport Terrace,hmP92,White Field,Technology,Russia
Feedfire,2555 Dennis Circle,joU85,Hi Tech City,Finance,China
Podcat,41725 Onsgard Parkway,kqU48,Miami's Brickell,Capital Goods,China
Skalith,9 Bultman Lane,LLT49,Hi Tech City,n/a,China
Divavu,21414 Ridge Oak Circle,QXB10,White Field,Energy,China
Topiczoom,337 Dakota Way,fhW46,White Field,Capital Goods,China
Centimia,01969 Declaration Park,joN13,Miami's Brickell,Finance,Brazil
Pixonyx,38 Ohio Trail,HqO00,Gateway Street,Finance,China
Brainsphere,0413 Almo Center,mgS62,White Field,n/a,China
Oyoloo,5 Roxbury Crossing,2fF08,Hi Tech City,Health Care,Russia
Feedmix,1 Westend Alley,1aF38,Pinnacle Point,Finance,France
Dabshots,1495 8th Parkway,TdT43,Wall Street,Public Utilities,Brazil
Rhyzio,0244 Chive Way,9hZ19,Douglass Park,Finance,Sweden
Demivee,238 Sherman Avenue,2nP88,Pinnacle Point,Public Utilities,Russia
Linkbuzz,5 Eagle Crest Street,KdF72,Pinnacle Point,Consumer Services,France
Shufflester,70377 Tennyson Place,LbA04,Miami's Brickell,Consumer Services,China
Jamia,758 Elmside Lane,9ZF90,Hi Tech City,Health Care,China
Zoomlounge,27 Lien Park,7dX31,Connaught Place,Finance,China
Thoughtbridge,380 Meadow Valley Terrace,iBC67,Miami's Brickell,Finance,Russia
Oyoba,6344 Sachs Trail,qTJ14,Financial District,Consumer Durables,China
Yakijo,73 Fairfield Trail,BSS12,Hi Tech City,n/a,China
Agimba,2661 Dexter Parkway,QpM15,Wall Street,n/a,Brazil
Devbug,9848 Birchwood Lane,DbD41,White Field,Capital Goods,Brazil
Fivebridge,9 Petterle Crossing,1rB19,Pinnacle Point,Basic Industries,China
Riffwire,155 Namekagon Parkway,iWW89,Gateway Street,Consumer Services,China
Mudo,65253 Kensington Park,kpG79,Connaught Place,Miscellaneous,Russia
Mudo,9 Independence Parkway,sHS95,Wall Street,Finance,China
Oyonder,2 Glacier Hill Street,2mU01,Financial District,n/a,China
Dabvine,90 1st Place,pFA42,LaSalle Street,Technology,Sweden
Devshare,83402 Shoshone Hill,MpR84,White Field,n/a,France
Avamm,0574 Blaine Place,uaN76,Financial District,Miscellaneous,Brazil
Eimbee,0 Eagle Crest Parkway,VMR93,Wall Street,Public Utilities,China
Katz,5634 Kipling Center,EBO82,LaSalle Street,Capital Goods,Brazil
Kazu,27449 Monument Avenue,kSZ99,Hi Tech City,Consumer Services,Sweden
Vinder,3580 Mendota Plaza,95H61,Wall Street,Public Utilities,China
Shufflester,99160 Calypso Hill,mLB68,Miami's Brickell,Finance,China
Skalith,7 David Avenue,bAC18,LaSalle Street,Energy,Russia
Thoughtsphere,420 Montana Park,htN13,Douglass Park,Transportation,France
Lazz,073 Bluestem Pass,t6L52,LaSalle Street,Health Care,Russia
Oyoloo,35257 Pleasure Avenue,a2X17,Douglass Park,Basic Industries,China
Yoveo,162 Fairview Place,fvF95,Miami's Brickell,Health Care,China
Blogspan,527 Dapin Alley,ZOK72,White Field,Technology,Russia
Flashdog,388 Pond Lane,QVS83,Gateway Street,n/a,Sweden
Gabtype,73702 5th Plaza,VjV39,Douglass Park,n/a,China
Devcast,40 Fairview Circle,8uI16,Gateway Street,Finance,China
Yabox,3 Eggendart Alley,08A00,Pinnacle Point,Public Utilities,China
Tavu,508 Granby Junction,DEV07,Miami's Brickell,Energy,Brazil
Thoughtbeat,4 Jenifer Pass,hfD16,Wall Street,Finance,China
Twitterlist,30 Old Shore Parkway,uVL17,Wall Street,Finance,Brazil
Podcat,861 Anderson Avenue,jBB60,Hi Tech City,Capital Goods,China
Roombo,5852 Butternut Hill,uxF74,Pinnacle Point,Consumer Services,China
Meejo,0692 Londonderry Avenue,p7A84,Connaught Place,Health Care,China
Tavu,6 Morning Terrace,TzB68,Connaught Place,Health Care,China
Thoughtbeat,5 Burning Wood Pass,kbY40,LaSalle Street,n/a,China
Shuffletag,8878 Rieder Alley,bIR57,Wall Street,Consumer Services,Russia
Kwideo,54 Sunbrook Way,DJB15,White Field,Basic Industries,China
Wikivu,944 Golf View Parkway,IxZ72,Wall Street,n/a,China
Kazu,687 Grayhawk Point,f8W19,LaSalle Street,Capital Goods,France
Zooveo,5110 Prairie Rose Circle,nOA63,Hi Tech City,Health Care,China
Skippad,3 Center Junction,VIR00,LaSalle Street,Finance,Australia
Flipopia,6820 Northwestern Lane,fCR72,White Field,Finance,China
Jabbertype,202 Gulseth Point,PVG79,Miami's Brickell,Technology,China
Livetube,53 East Hill,coW25,Douglass Park,Technology,Brazil
Skiba,09810 Bayside Street,HdF65,White Field,Finance,Switzerland
Skiba,4516 Mesta Pass,74Q28,White Field,Consumer Services,Russia
Buzzbean,4 Emmet Crossing,HhW17,Miami's Brickell,Technology,China
Dazzlesphere,8635 Hanover Avenue,ZcD04,Miami's Brickell,Technology,China
Browsebug,684 Continental Center,z6P01,Financial District,n/a,United States
Demivee,0068 Jay Plaza,h8H88,Hi Tech City,Health Care,Sweden
Oloo,01139 Kings Parkway,9ZX03,Hi Tech City,n/a,Brazil
Jabberbean,50908 Gerald Plaza,OpH88,Miami's Brickell,n/a,China
Thoughtsphere,23119 Sullivan Drive,hLT25,White Field,Consumer Services,United States
Topicstorm,8 Schiller Street,ghH61,Pinnacle Point,n/a,China
Yabox,616 Jana Hill,sBL29,Hi Tech City,Miscellaneous,China
Quatz,98 Northfield Alley,mxW89,Miami's Brickell,Transportation,United States
Meezzy,94 Schiller Street,d7C63,Financial District,n/a,Russia
Teklist,84 Bobwhite Trail,Y1E18,LaSalle Street,Technology,France
Wordify,12878 Cherokee Street,z1T05,Wall Street,n/a,China
Realcube,11418 Jenifer Junction,WCI44,Douglass Park,Health Care,China
Jazzy,4 Banding Place,SeQ32,LaSalle Street,Consumer Durables,Russia
Oba,8584 Hoffman Terrace,PpQ29,Pinnacle Point,Finance,United States
Oyoba,94221 Prentice Place,9GF83,Wall Street,Capital Goods,Sweden
Feedspan,234 Kennedy Pass,hzU81,LaSalle Street,Technology,China
Tavu,07461 Kropf Park,LoQ51,Financial District,Finance,China
Ailane,36550 Parkside Park,3ZY48,White Field,n/a,Sweden
Quatz,67302 Schlimgen Trail,41I98,Miami's Brickell,Technology,United States
Yodoo,416 Hovde Avenue,0SV42,Wall Street,Capital Goods,Sweden
Gevee,440 Holy Cross Center,FKG96,LaSalle Street,Finance,China
Topiczoom,588 Schlimgen Way,MYO97,Pinnacle Point,Consumer Durables,China
Zoozzy,340 Eggendart Place,wiR82,Gateway Street,Health Care,United States
Avamba,3069 Morning Park,aED75,LaSalle Street,Technology,United States
Layo,6530 Butterfield Parkway,OhZ08,Wall Street,Finance,China
Tavu,12 Morning Parkway,r2Q01,Financial District,Consumer Services,China
Blogtag,0534 Sherman Pass,aHV80,Wall Street,n/a,Russia
Tekfly,1972 Graceland Way,mwA99,Miami's Brickell,n/a,China
Flipstorm,8356 Oak Drive,xLN76,LaSalle Street,Public Utilities,China
Zoovu,8740 Bay Drive,AiA30,Financial District,Health Care,China
Rhycero,2 Summerview Center,ePZ59,Miami's Brickell,Capital Goods,China
Babbleopia,550 Aberg Hill,1vZ13,Gateway Street,Public Utilities,Brazil
Meembee,54 Ilene Avenue,hjS01,Connaught Place,n/a,Russia
Tagfeed,1 Calypso Point,qNB52,LaSalle Street,Consumer Non-Durables,China
Meevee,25709 Duke Hill,rHF03,Wall Street,Health Care,China
Ainyx,15463 David Park,YHE62,Connaught Place,Capital Goods,China
Wikizz,3508 Hermina Street,CKJ93,Pinnacle Point,Technology,Brazil
Rhyzio,1325 Northfield Road,0ZM60,Hi Tech City,Finance,Russia
Gigaclub,6 Tennessee Circle,BGZ98,White Field,Technology,China
Abata,2 7th Plaza,gKO67,Gateway Street,Capital Goods,Brazil
Jetwire,0 Moose Trail,h6T06,LaSalle Street,Health Care,China
Trilith,1864 Ludington Parkway,0xY97,Pinnacle Point,Transportation,China
Bubblemix,37114 Sugar Trail,zIW31,White Field,Health Care,China
Skipfire,825 Hollow Ridge Drive,SJR43,LaSalle Street,Technology,Switzerland
Shuffledrive,83039 Coleman Pass,SpG21,Pinnacle Point,n/a,China
Innojam,4800 Maple Drive,1wS36,Miami's Brickell,n/a,China
JumpXS,59049 Johnson Court,dCT11,Financial District,Finance,China
Minyx,973 Service Hill,8PC35,Pinnacle Point,Consumer Services,Russia
Rhybox,1 Schlimgen Crossing,VWG50,Wall Street,Public Utilities,Sweden
Realbuzz,5114 Colorado Avenue,Q5Z35,White Field,Consumer Services,China
Riffpath,883 Harper Drive,yDH76,LaSalle Street,Transportation,Sweden
Quinu,47127 Menomonie Center,BOE24,LaSalle Street,Consumer Durables,China
Gigashots,5 Straubel Hill,vvY52,Wall Street,Finance,China
Bubbletube,7806 Valley Edge Place,ryC77,White Field,Health Care,Sweden
Photojam,2222 Eagle Crest Hill,44A67,Wall Street,Consumer Durables,China
Realbuzz,44859 Glendale Hill,mgM50,Financial District,Public Utilities,China
Quinu,126 Lotheville Point,6vD18,Financial District,Health Care,China
Brainlounge,433 5th Way,18H87,Connaught Place,Finance,United Kingdom
Minyx,1491 Dovetail Pass,ZKZ19,Financial District,Health Care,Russia
Bubbletube,434 Nobel Park,qkT79,Miami's Brickell,Consumer Durables,China
Brainbox,72711 Westend Pass,EEK85,Miami's Brickell,Capital Goods,China
Izio,00 Badeau Street,McD82,Financial District,n/a,France
Skilith,29 Canary Point,UGD49,Wall Street,Finance,China
Photobug,98908 Laurel Lane,7LF09,Gateway Street,Finance,China
Thoughtbridge,804 Petterle Street,b5H78,Financial District,Finance,Russia
Agimba,63 Fairview Terrace,2MX89,Wall Street,n/a,United States
Yamia,72232 Linden Place,IDA09,Hi Tech City,Finance,China
Youfeed,0 School Avenue,FgE25,Pinnacle Point,Technology,China
Shufflebeat,3 Hauk Junction,eKY04,Hi Tech City,Consumer Services,Brazil
Livepath,97488 Eggendart Place,VhL63,Hi Tech City,Capital Goods,China
Rhynoodle,2360 Grasskamp Place,uDC14,Financial District,Energy,China
Ntags,04 West Place,S4L53,White Field,n/a,Brazil
Browsetype,9 Aberg Point,NiD67,LaSalle Street,n/a,Brazil
Twitterworks,1 Carey Crossing,YNG76,LaSalle Street,n/a,Brazil
Topiclounge,697 Canary Way,OII26,Financial District,Finance,China
Quaxo,7 Buhler Center,1XZ09,Wall Street,n/a,China
Zoovu,304 8th Avenue,RfX63,LaSalle Street,n/a,China
Tazzy,161 Eagan Circle,lmI73,Hi Tech City,Technology,Brazil
Quatz,79853 Golden Leaf Alley,OZQ40,Gateway Street,Public Utilities,China
Avamba,464 Old Gate Hill,qQR01,Financial District,Consumer Services,China
Podcat,8908 Ruskin Park,wqZ00,Wall Street,n/a,China
Avavee,29501 Northwestern Lane,1DZ71,Pinnacle Point,Finance,China
Abatz,8665 Mayer Street,6dF12,Financial District,Basic Industries,China
DabZ,124 Maryland Lane,kIZ42,Connaught Place,Finance,United States
Voonte,282 Hintze Crossing,wlM19,Hi Tech City,Finance,Russia
Riffwire,02725 Maryland Court,GlA59,Hi Tech City,Health Care,France
Layo,115 Novick Avenue,DWA02,Hi Tech City,Finance,China
Voonder,21 Division Lane,gSF60,Pinnacle Point,Health Care,China
Oyoyo,57033 Ludington Crossing,1eG51,Connaught Place,n/a,Russia
Topicblab,55021 Burrows Avenue,6qP89,White Field,Consumer Services,Russia
Shufflebeat,364 Starling Street,CpM94,Financial District,n/a,Sweden
Realbuzz,170 Village Green Crossing,VMY60,Financial District,Energy,United States
Babbleset,25767 Bayside Court,vZP27,Connaught Place,n/a,China
Chatterpoint,18974 Utah Parkway,LLD76,Gateway Street,n/a,China
Skinder,010 Rusk Avenue,q0N41,White Field,Technology,United States
Rhyzio,82 Bartelt Plaza,ObO88,LaSalle Street,Energy,France
Twiyo,6213 Buell Park,bAS42,Pinnacle Point,Consumer Non-Durables,China
Skyba,92713 Saint Paul Point,NJM00,White Field,Finance,Russia
Zoonoodle,7 Fordem Drive,mrG67,Hi Tech City,n/a,China
Tagcat,7364 4th Way,lPQ32,LaSalle Street,Health Care,China
Twimbo,2057 Jana Hill,cQI47,Financial District,Energy,United States
Voonyx,31405 Meadow Ridge Park,jqR67,Pinnacle Point,Energy,China
Quire,9 Burning Wood Alley,57N05,LaSalle Street,n/a,United States
Shufflebeat,77 Westridge Way,gQR66,Douglass Park,Finance,United States
Pixope,21826 Crownhardt Drive,ZJU73,Gateway Street,n/a,China
Dablist,205 Schmedeman Terrace,7MG37,Financial District,Health Care,Brazil
Vinder,57 Brentwood Hill,XOT76,Gateway Street,Technology,Brazil
Ooba,8 Cambridge Alley,dZK87,Douglass Park,Basic Industries,China
Oyoloo,5 Luster Court,w0M66,Miami's Brickell,Technology,Russia
Podcat,6239 Gerald Center,idO37,Wall Street,Consumer Services,China
Twitterwire,7751 Johnson Court,knN16,Pinnacle Point,Consumer Non-Durables,China
Skipstorm,5522 Havey Plaza,RiB65,White Field,Health Care,United States
Dynazzy,914 Kinsman Point,dFH08,Gateway Street,n/a,China
Linkbuzz,709 Derek Crossing,hUF51,Wall Street,Consumer Durables,Russia
Thoughtworks,5 Express Road,rYH11,White Field,Basic Industries,Russia
Wordify,96 Little Fleur Crossing,wqH44,Financial District,Consumer Non-Durables,Brazil
Vinte,76 Mifflin Park,84M16,Miami's Brickell,n/a,China
Oyondu,45 Brickson Park Point,WNI37,Hi Tech City,Consumer Services,China
Mybuzz,88165 Menomonie Crossing,CtI34,Connaught Place,Finance,China
Riffpedia,0 Algoma Park,VoJ61,Connaught Place,n/a,United States
Devpulse,301 Dayton Way,INM23,Hi Tech City,n/a,China
Skiptube,89771 Judy Road,CNS48,Douglass Park,n/a,Sweden
Dazzlesphere,3592 Basil Place,mfW05,Pinnacle Point,n/a,China
Realfire,6701 Upham Drive,C7S99,LaSalle Street,Health Care,Sweden
Eayo,6 Park Meadow Court,pKL79,White Field,n/a,Russia
Youbridge,0776 Cascade Junction,FCX65,Pinnacle Point,Consumer Services,Brazil
Chatterpoint,02 Sauthoff Park,IoM77,Wall Street,n/a,Sweden
Voomm,94487 Lyons Crossing,2yM85,Miami's Brickell,n/a,Russia
Photobug,313 Green Street,SOG13,Pinnacle Point,Energy,Sweden
Voonix,9 Manley Alley,WvT38,White Field,n/a,China
Lazz,18 Lyons Plaza,HvC48,LaSalle Street,Transportation,China
Rhynyx,7 Bunting Court,7NM50,Pinnacle Point,n/a,China
Realcube,2 Kennedy Junction,dfM09,White Field,Technology,China
Photojam,57 Randy Hill,T8M25,Gateway Street,Finance,United States
Edgepulse,3 1st Point,skM80,Connaught Place,Miscellaneous,China
Rhynoodle,48133 Crescent Oaks Trail,RbY53,Gateway Street,Consumer Services,China
Jabbertype,60 Commercial Trail,N7C73,Connaught Place,n/a,China
Flashset,081 Kedzie Crossing,2gZ53,Pinnacle Point,n/a,Sweden
Edgepulse,93 Florence Place,1XU07,Pinnacle Point,Health Care,France
Browseblab,0342 Sage Parkway,08Q54,Pinnacle Point,n/a,France
Browsetype,0 Mendota Plaza,bdM36,Financial District,n/a,Brazil
Pixoboo,635 Cody Point,uhL16,Hi Tech City,Health Care,Brazil
Twitterwire,194 Bluejay Parkway,JmP66,Miami's Brickell,Health Care,China
Zoombeat,05082 Scofield Crossing,HJW02,Pinnacle Point,n/a,China
Edgeclub,8 Rieder Park,AvU27,Connaught Place,Energy,Russia
Dynabox,926 Glacier Hill Court,rJT36,Douglass Park,n/a,Russia
Oyoba,9 Parkside Plaza,CXX91,LaSalle Street,Health Care,China
Myworks,70 Laurel Parkway,gZE79,Connaught Place,Public Utilities,Brazil
Meembee,1184 Coleman Alley,7UK63,Financial District,Health Care,China
Linkbuzz,31333 Corben Center,URK59,Connaught Place,n/a,China
Kanoodle,3244 Carey Lane,ZkK09,Gateway Street,Consumer Services,China
Babbleblab,4846 Susan Avenue,d5V89,White Field,Consumer Services,France
Zoozzy,019 Corscot Drive,9fP12,Connaught Place,Consumer Services,China
Yotz,1674 Wayridge Place,rhF84,Connaught Place,Consumer Services,Brazil
Latz,725 Saint Paul Terrace,60E91,Miami's Brickell,Health Care,China
Fanoodle,339 Melody Hill,lrU20,LaSalle Street,Health Care,Sweden
Blogpad,8023 Commercial Crossing,UQF88,Hi Tech City,Transportation,Sweden
Lazz,322 Ridgeview Circle,jfS44,Financial District,Health Care,China
Thoughtmix,2928 Golf Point,cOS51,Hi Tech City,Energy,Russia
Aimbu,273 Logan Crossing,7yS19,Miami's Brickell,Health Care,Russia
Buzzshare,29 Mariners Cove Crossing,4AN42,Hi Tech City,n/a,Sweden
Blogpad,35 Farwell Hill,2sV23,Financial District,Consumer Services,Brazil
Oloo,83292 Bluejay Parkway,64O04,Connaught Place,Technology,Brazil
Yodoo,9 Laurel Road,TZM20,Pinnacle Point,n/a,Brazil
Roodel,7 Haas Place,xBF22,Financial District,Capital Goods,China
Youtags,56 Corry Place,ZFR94,Miami's Brickell,Capital Goods,Brazil
Devify,11922 Swallow Street,eXI98,Connaught Place,Energy,China
Avavee,457 Vidon Avenue,BJU42,Wall Street,Capital Goods,Sweden
BlogXS,2621 Namekagon Hill,zhN45,Wall Street,Health Care,China
Eadel,82034 Judy Circle,U9R42,Gateway Street,n/a,China
Cogidoo,227 Mitchell Trail,pZA31,White Field,Finance,United Kingdom
Dazzlesphere,0 Declaration Crossing,PiN72,Miami's Brickell,Consumer Services,China
Thoughtstorm,8 Aberg Circle,m2S27,Gateway Street,Health Care,China
Rhycero,07 Shelley Center,RwR60,Douglass Park,Consumer Services,Brazil
Digitube,5 Vahlen Lane,OrH70,Pinnacle Point,Transportation,China
Blogtags,97 Brown Road,KuU34,Gateway Street,Consumer Services,China
Aimbu,4556 Lotheville Point,RBD45,Miami's Brickell,Technology,Russia
Pixonyx,52343 Blackbird Street,7yI82,Wall Street,Technology,China
Browsedrive,3 Quincy Trail,6ND26,White Field,Finance,China
Thoughtsphere,50 Utah Avenue,6iS89,Wall Street,Technology,China
Mybuzz,5839 Lillian Alley,b4G02,Wall Street,Capital Goods,China
Shuffledrive,2852 Novick Parkway,B4G12,Connaught Place,n/a,France
Topicblab,108 Merry Junction,BoD11,Financial District,Health Care,Russia
Lazz,70 Fremont Park,MoY72,Miami's Brickell,Technology,Russia
Zazio,92950 Morningstar Plaza,1VW65,White Field,Health Care,Sweden
Jatri,0 Welch Place,h0L99,Connaught Place,Finance,China
Layo,117 Toban Avenue,d6Z11,Connaught Place,Health Care,China
Tagchat,443 Derek Way,NWJ03,Miami's Brickell,Public Utilities,France
Gigazoom,65 Shopko Trail,FnH62,Connaught Place,Capital Goods,China
Eayo,97143 Glacier Hill Terrace,ExI22,Pinnacle Point,Technology,China
Meezzy,36927 Express Lane,u9Z96,Pinnacle Point,Technology,China
Vimbo,39078 Dunning Trail,PzY57,Hi Tech City,Consumer Services,China
Dynava,66050 Sutteridge Crossing,rFP99,Pinnacle Point,Health Care,China
Youbridge,24 7th Court,1ZS02,Connaught Place,Technology,France
Aibox,65 Mockingbird Point,UrX42,Douglass Park,Consumer Services,China
Edgeclub,2376 Mesta Circle,PUQ98,Gateway Street,Public Utilities,China
Vidoo,84 Mallory Plaza,f8J44,LaSalle Street,Consumer Services,China
Leenti,5 Schlimgen Parkway,1hS33,Wall Street,Consumer Services,Russia
Lazzy,38741 Cottonwood Parkway,j8V45,LaSalle Street,Health Care,Russia
Tanoodle,985 New Castle Crossing,NxJ82,Financial District,Consumer Services,China
Blogpad,3227 Evergreen Street,lmH41,Pinnacle Point,Energy,Sweden
Avaveo,64 Porter Circle,p6P95,Connaught Place,Consumer Services,United States
Rhycero,213 Dottie Hill,gjM26,White Field,n/a,China
Meevee,9859 Mesta Hill,S6I72,LaSalle Street,Miscellaneous,China
Realblab,517 Sutherland Way,TLP27,Gateway Street,Finance,China
Myworks,39 Hayes Lane,uxT57,Financial District,Technology,Russia
Abatz,2838 Delladonna Street,1aB94,Hi Tech City,Finance,China
Ntag,54 Pepper Wood Plaza,0cU85,Pinnacle Point,Consumer Services,China
Innojam,5804 Havey Place,jkF80,Miami's Brickell,n/a,United States
Yodo,630 Twin Pines Park,v3N76,Financial District,n/a,Brazil
Yakitri,595 Oriole Crossing,PcV81,White Field,Finance,China
Quinu,4261 Birchwood Circle,nmV82,Gateway Street,Consumer Services,Russia
Voonyx,959 Havey Center,5bK46,Hi Tech City,Capital Goods,United States
Aimbu,24 Southridge Park,GmQ74,Connaught Place,n/a,Sweden
Devbug,2949 Sunbrook Alley,h7B13,Miami's Brickell,Finance,China
Zoomlounge,1433 Heath Park,XHH48,LaSalle Street,Energy,Russia
Zoombox,1362 Westerfield Terrace,LkA25,Gateway Street,n/a,China
Jetwire,2253 Chive Court,HPA12,Financial District,Basic Industries,United States
Quinu,2 Forster Hill,ESS04,Wall Street,Basic Industries,Brazil
Topiclounge,3081 Glendale Circle,CCP08,Gateway Street,Consumer Services,United States
Browsetype,4 Hudson Center,3vS84,Financial District,Finance,China
